fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.6000000000000001,0.3047665553913945,-1,38,20,0.0343510793931945,10.185190460559856,AA,1778,15279.862869020488,8601.776758127951,6666.690064815678,524,6,CA,96,1,BC,0,1,25,1,200.0,0,INTERNET,16.235950481763794,other,0,1,0,0
0,0.1,0.8693213992357567,24,16,20,0.0099213879698024,41.01828262854895,AB,1393,1586.5705450038622,6150.641847920465,4871.906416550843,32,11,CB,200,0,BC,0,1,15,0,500.0,0,INTERNET,7.731688141594431,other,0,1,0,3
0,0.1,0.7575954251615024,-1,38,50,0.0176883635175001,-0.6446635610234684,AB,1210,3837.822372411457,6905.383382183644,5888.592852064759,7,21,CD,61,1,BB,0,1,1,0,200.0,0,INTERNET,4.644075754180448,windows,0,1,0,0
0,0.8,0.4771616292073922,-1,333,20,0.0155663894766761,-0.7095570031914453,AB,3623,7642.681390701564,5810.942487279147,6741.701607696264,38,15,CB,7,1,BE,1,1,11,0,200.0,0,INTERNET,0.4946128069694318,other,1,1,0,0
0,0.5,0.8910129598747965,-1,41,40,0.0124652557428659,-0.5942470392532118,AC,1835,4756.593259741381,5176.576180328711,5124.187511365768,0,9,CB,67,0,BC,0,1,-1,0,200.0,0,INTERNET,6.282938750028138,windows,1,1,0,4
0,0.8,0.1029450580906505,-1,7,20,0.0161708316203425,20.25053842842132,AA,723,9822.092239274943,6073.691404761157,4994.274270460584,10,11,CA,151,1,BA,0,1,5,0,500.0,0,INTERNET,11.340296156136606,other,0,1,0,3
0,0.9,0.3243898233206528,-1,94,30,0.0094030194759778,-1.0741750910206804,AC,1033,3271.627971599009,2566.76730398005,3113.875870139333,1,8,CA,156,0,BC,1,1,-1,0,200.0,0,INTERNET,3.880893419131336,other,0,2,0,7
0,0.1,0.391576396220348,30,7,20,0.0119734146300203,-1.8704832261229465,AB,3099,6903.678269677735,3441.9368404832253,5120.053377936186,1,9,CA,98,1,BB,0,1,1,0,200.0,0,INTERNET,1.6450442568560468,linux,1,1,0,6
0,0.7000000000000001,0.1494240605636768,-1,49,30,0.0068316140523464,-1.5222868596341463,AC,1619,6034.291890500876,5595.880228842647,6701.167186075334,0,7,CB,130,1,BC,0,1,-1,0,200.0,0,INTERNET,3.841817457166959,linux,1,1,0,0
0,0.6000000000000001,0.3203972715742135,39,12,20,0.0184503007622238,12.934667003628766,AA,1254,10019.49520003601,5237.606812365248,4917.07988853447,49,13,CA,52,0,BC,0,1,1,0,200.0,0,INTERNET,1.0241961604448844,macintosh,1,1,0,3
0,0.4,0.8902281983978477,-1,25,20,0.0084938455416368,-1.2651993862917938,AC,435,6643.497676263,2815.361277508272,5486.506767253365,0,15,CA,208,0,BC,1,1,-1,1,990.0,0,INTERNET,8.292077813890144,other,0,1,0,2
0,0.4,0.3587817812287165,-1,211,50,0.0198173323054457,-1.196256631594956,AC,843,3121.027138211024,6706.268539139219,5568.760610040699,1,3,CB,215,0,BA,1,1,-1,0,1000.0,0,INTERNET,4.912688220496098,windows,1,1,0,3
0,0.7000000000000001,0.4025040796467194,-1,302,40,0.0142349559954065,-1.5767456788572896,AB,916,5110.604202247458,4374.166076864853,4410.854314639411,0,5,CA,272,0,BA,1,1,15,1,1000.0,0,INTERNET,3.6538589433357793,linux,1,1,0,4
0,0.8,0.7653727777941044,-1,246,40,0.0013601015022583,-0.6990247294925519,AC,526,2521.724354346298,2133.257568538924,4371.225173112061,0,8,CA,225,0,BB,1,1,-1,0,1000.0,0,INTERNET,7.316296865635397,other,1,1,0,6
0,0.1,0.5797146733064735,54,15,30,0.0044475697426857,103.77579331574476,AA,1394,3176.260487617448,4042.488359793572,5193.981626121703,3,14,CA,35,1,BC,1,1,3,0,200.0,0,INTERNET,4.229387298682647,linux,1,1,0,2
0,0.2,0.6042208950420029,-1,108,20,0.0273856519775778,-1.6922857731472989,AB,3901,10645.02484048499,7376.811693403351,6716.945414020573,9,16,CA,6,1,BE,1,1,1,0,200.0,0,INTERNET,2.7848451910564203,other,1,1,0,0
0,0.1,0.5515693024063423,-1,183,50,1.1008369432230136,15.689146677765104,AA,1475,1322.891146352461,5880.751579252946,5016.968134153008,1840,10,CA,36,1,BE,0,1,6,0,200.0,0,INTERNET,7.951141864697607,other,0,1,0,0
0,0.7000000000000001,0.2434327916145185,-1,330,50,2.5241261435166527,-1.1118263597247933,AC,1161,5347.22393923109,2977.755293289721,4338.989832123213,0,3,CA,237,1,BB,0,1,-1,0,1000.0,0,INTERNET,3.478270775274734,linux,0,1,0,6
0,0.3,0.4365984340563541,-1,42,30,0.0179115474245798,-1.4390168320229155,AB,2048,4784.417136218681,5510.684455360017,5150.761291774552,17,13,CF,54,0,BB,0,1,1,1,200.0,0,INTERNET,1.415139994869374,linux,1,1,0,2
0,0.1,0.6627439122476451,-1,41,30,0.0093536895825112,-1.6851183377911316,AB,1606,2291.154403949324,3900.743782287879,5338.792896474164,861,7,CA,-111,1,BB,1,1,28,0,200.0,0,INTERNET,2.7735540780386696,linux,1,1,0,1
0,0.2,0.1496682960536063,-1,111,40,0.014314618552426,36.01630488713881,AA,1149,10176.774413377025,5371.3025332410825,4131.416760457286,26,8,CA,73,0,BC,1,1,28,0,200.0,0,INTERNET,2.546275722673487,other,1,1,0,5
0,0.8,0.4474171920847352,-1,42,40,25.11245777657362,-0.7825537770176381,AB,1168,4650.4054540319175,3796.779458490495,4892.003954441442,2,7,CA,235,1,BC,0,1,28,0,200.0,0,INTERNET,17.13556316799175,other,0,0,0,4
0,0.2,0.4823098115366462,32,16,20,12.025224144515937,-0.8594067806905195,AC,1174,3113.510376223984,5695.246818384163,5150.396111592993,1,11,CA,123,0,BB,0,1,-1,0,500.0,0,INTERNET,8.820807905131359,windows,1,1,0,3
0,0.2,0.579580341517145,-1,57,50,0.0214612973047349,-0.6434382312034185,AD,783,5540.283977267739,8972.290682969091,4891.867541187436,46,4,CA,208,1,BC,1,0,30,0,1500.0,0,INTERNET,8.351163142816251,windows,1,1,0,4
0,0.8,0.1315560570071957,33,20,30,0.0065427916713739,33.51191784879312,AA,2174,3936.6103000541298,4189.272380450414,4396.785638103221,4,4,CA,238,0,BC,1,1,1,0,500.0,0,INTERNET,3.059920074618023,other,1,1,0,6
0,0.4,0.4644969467476641,-1,32,50,2.945587665488208,-1.3755826825443096,AB,3031,6673.220830926619,4818.143299178334,5205.223650815603,40,7,CA,214,1,BB,1,1,15,0,990.0,0,INTERNET,8.329463312268926,linux,0,1,0,1
0,0.1,0.1718101817134043,-1,317,30,0.0004925638549001,20.147632879514827,AA,1797,10504.734642123878,5591.962763705516,6765.294633098192,26,17,CA,105,0,BE,0,1,4,1,200.0,0,INTERNET,4.7217380221742165,other,1,1,0,0
0,0.1,0.2878918096503793,58,16,30,0.0087977109553337,-1.012463625960819,AC,1495,11237.664327301916,6415.177140753122,5282.117898543264,0,13,CB,253,1,BB,0,1,-1,0,1500.0,0,INTERNET,3.6543103703124142,linux,1,1,0,1
0,0.9,0.6942409964113683,58,10,20,0.0183085552227796,102.35762696500682,AA,2009,1350.7713621916355,4142.029607989903,4909.057570788654,6,9,CA,163,1,BC,0,1,29,0,510.0,0,INTERNET,5.650518072610579,windows,0,1,0,3
0,0.4,0.5015759164170683,23,33,40,1.5209434796864172,-0.7922418882993494,AC,995,2177.3480355365336,8723.732735881995,5090.731026879963,12,10,CF,79,0,BB,0,1,-1,0,200.0,0,INTERNET,6.702911316739867,other,1,1,0,3
0,0.1,0.6590250486265411,-1,342,40,0.0174016760825175,-0.3604495733212977,AB,3611,10576.96932331098,5770.594333229666,5576.1969273458935,1,8,CA,172,0,BA,0,1,21,0,1000.0,0,INTERNET,4.559908066577496,windows,1,1,0,2
0,0.9,0.5391912537015489,24,-1,30,0.0185617205296615,-1.1806072297770194,AB,1731,7202.473906944436,2839.49157030714,4903.2409557506735,28,10,CA,136,1,BC,0,1,1,0,1000.0,0,INTERNET,4.732424954577469,other,1,1,0,3
0,0.5,0.0638202955144973,172,15,60,0.0069576415572103,11.934258531352404,AA,1091,3291.720287413326,4056.5332445147087,4329.21873137582,857,3,CA,155,0,BC,1,1,31,0,500.0,0,INTERNET,13.840173504455237,linux,0,1,0,6
0,0.6000000000000001,0.7251717287720193,33,11,50,0.036316063957794,-1.261542268058387,AC,2905,8346.20100459595,6604.381606248804,4749.494028098617,0,8,CA,77,1,BB,0,1,-1,0,200.0,0,INTERNET,2.364249456518169,windows,0,1,0,3
0,0.2,0.3317876791954202,-1,185,10,0.0411254723913273,-1.0719446834744142,AC,544,3422.0909177333087,6214.630773711107,4286.806428383573,1,4,CA,87,0,BE,0,1,-1,0,200.0,0,INTERNET,4.189910576744419,macintosh,1,1,0,4
0,0.8,0.871161322695121,11,6,50,0.001931943521826,-0.9341618844303295,AB,373,4731.474699597713,3484.554118692606,3155.246822302715,15,2,CA,108,0,BC,0,1,31,0,200.0,0,INTERNET,0.9032725017672592,windows,1,1,0,7
0,0.2,0.1484464243563657,55,18,20,0.0150379861102602,-1.0480609384116522,AB,1172,8131.724007529775,3898.865937595305,5100.661500155924,17,10,CA,123,1,BB,0,1,26,0,200.0,0,INTERNET,8.513631412279697,windows,1,1,0,2
0,0.8,0.2077219523110859,-1,39,40,0.0305885074907382,-1.1283277795002609,AD,2381,2373.383769927513,3727.820932444027,4179.827645415276,2,10,CA,151,0,BC,1,1,10,0,200.0,0,INTERNET,7.65216905256416,linux,1,1,0,5
0,0.5,0.4778323127196001,26,43,40,0.002435101222674,-1.2936178176624615,AC,1946,4689.971516438963,2819.8345486878748,4260.6382726966585,0,5,CA,89,0,BC,1,1,-1,1,200.0,0,INTERNET,1.059965812063577,linux,1,1,0,7
0,0.9,0.5543300793552008,-1,175,40,0.009779931023966,-0.9990876761596076,AB,697,6599.168330773627,3372.318975203003,4981.040259427971,16,7,CA,312,0,BA,1,0,5,0,1500.0,0,INTERNET,2.707668840558936,windows,1,1,0,4
0,0.1,0.5326147919154567,-1,130,40,0.0006291491264433,22.077892047436546,AA,649,8418.431576341993,6351.212167292145,5451.144897629375,2,5,CA,85,0,BC,1,1,1,1,1000.0,0,INTERNET,3.109343418127481,other,1,1,0,7
0,0.4,0.648458797752232,37,18,10,0.0146218945443629,-0.7640509202068441,AC,1065,2654.880793594212,4744.998665894143,4360.789222083855,1,5,CA,242,0,BB,0,1,-1,0,200.0,0,INTERNET,6.304823306990326,other,0,1,0,5
0,0.4,0.5867439023791134,-1,57,30,0.0197841965855932,-0.5041230807034848,AB,1605,3556.075472370814,4387.657357099021,4280.6008583760495,10,9,CA,80,0,BB,0,1,28,0,200.0,0,INTERNET,15.433365547569034,other,1,1,0,5
0,0.7000000000000001,0.2897956472829163,-1,51,50,0.0071695444452478,51.51897986606018,AA,1294,9291.05757951331,3442.900945678537,5112.973636678064,663,13,CA,-91,1,BC,1,1,1,1,200.0,0,INTERNET,4.563543746036637,linux,0,1,0,4
0,0.1,0.3730175074903153,-1,221,40,0.0481858139601356,-1.3045064258435208,AB,2741,10456.106213967729,5941.523276332983,4966.259567587673,25,1,CB,142,1,BE,0,1,1,0,500.0,0,INTERNET,9.498453298142772,linux,0,1,0,3
0,0.8,0.7636011559886163,102,9,30,0.0044595805418335,50.90020630119796,AA,931,6679.470061213576,4123.85968927868,3127.9207604074586,20,7,CA,122,0,BE,1,1,28,0,1000.0,0,INTERNET,4.019724856810614,windows,1,1,0,7
0,0.6000000000000001,0.7998624557080406,-1,144,40,0.0204353332861388,-0.7294920785325776,AB,3396,3139.5246632317985,7306.065419119991,5518.910968602304,10,5,CD,34,1,BB,0,1,1,0,200.0,0,INTERNET,4.554837286837963,linux,0,1,0,1
0,0.7000000000000001,0.2776493927182329,-1,34,20,0.0224253212129006,14.863281665705555,AA,2338,11094.8663159627,6333.674375961361,6792.559817380685,27,23,CA,18,1,BE,0,1,15,0,200.0,0,INTERNET,5.877604436696672,linux,1,1,0,0
0,0.2,0.1894756033405729,-1,344,20,0.0150395220426271,20.25830423887538,AA,1712,11694.379401377564,7517.641186149516,5570.516524136708,2,6,CA,103,0,BE,0,1,30,1,200.0,0,INTERNET,3.2815670541251607,windows,0,1,0,0
0,0.8,0.5365004724803475,-1,322,30,0.0043953684640784,27.19376052441469,AA,1844,11480.608360228256,7279.7263919239185,5520.5900253359205,613,15,CB,156,1,BE,1,1,10,0,1500.0,0,INTERNET,1.7957950725402785,windows,1,1,0,1
0,0.1,0.1598919128689705,-1,244,20,8.361885141238526,-0.5995904203817191,AD,5922,10034.868896260668,5492.650119132847,5596.001546115258,33,20,CA,18,1,BE,0,1,1,0,200.0,0,INTERNET,9.990396005527122,linux,0,1,0,1
0,0.1,0.1463590508764366,-1,16,60,0.7738834241183876,-0.9751684438018816,AB,845,3808.863149240086,3876.707525460524,3108.124017698068,10,3,CC,96,0,BC,1,1,31,0,200.0,0,INTERNET,21.74730423770496,other,1,1,0,7
0,0.2,0.7313148993131618,-1,44,40,0.029329404085937,-1.0493753518522435,AB,472,5375.202016106619,5977.195285296372,3060.1013936163085,4,7,CA,167,0,BC,1,1,15,0,200.0,0,INTERNET,12.667422554717788,linux,1,1,0,7
0,0.9,0.8547187921471435,-1,161,50,0.0213645125475975,-0.6194016224803247,AB,937,8838.870057865977,5161.28432143617,5031.454017401708,762,4,CC,199,1,BB,1,1,1,0,1500.0,0,INTERNET,5.607470220799131,other,1,1,0,4
0,0.1,0.6036110328458926,-1,79,20,0.0203445030962722,-1.2249249610394743,AD,2970,6024.893649697712,5973.514236820127,5504.582570758612,1,9,CA,82,1,BE,0,1,31,0,200.0,0,INTERNET,9.741171995286436,other,0,1,0,2
0,0.6000000000000001,0.9123363842685992,187,45,20,0.0359693830045598,50.831910322759406,AA,1633,4827.105468364103,6583.643754769565,5577.854917666312,12,7,CA,148,0,BE,0,1,28,0,200.0,0,INTERNET,6.4870805219623,linux,1,1,0,2
0,0.2,0.4540111934613415,-1,203,10,0.0018948337790704,-0.3731504019916312,AB,1195,1773.0946868145857,2584.348065553765,3980.1981739151256,14,8,CA,125,0,BE,0,0,1,0,500.0,0,INTERNET,3.8125449036141807,other,0,1,0,6
0,0.7000000000000001,0.6557258132732653,-1,122,30,0.0120843040965986,14.370710312525356,AA,3293,3598.277211400397,5139.652423673305,3853.240855176289,16,12,CA,145,0,BA,0,1,25,0,200.0,0,INTERNET,3.032321305228308,linux,1,1,0,2
0,0.8,0.3981309062278847,10,24,20,0.7233006997117516,-1.7429798498724045,AB,761,10114.496566833735,7237.312473427631,5077.430928038526,12,18,CA,70,0,BC,0,1,-1,0,200.0,0,INTERNET,25.728192999982703,linux,1,1,0,3
0,0.9,0.8548596648643145,-1,221,40,0.0298561070338156,-1.0404988349932245,AB,1058,2873.5532191652865,3292.739911885248,4245.691557704959,14,3,CA,241,1,BE,0,1,30,0,500.0,0,INTERNET,2.833375890220794,linux,1,1,0,6
0,0.4,0.7582689629649244,-1,64,50,0.0218675190803652,97.5210371316296,AA,4048,7677.680052397814,5696.204916824189,6304.187785866719,259,7,CA,172,1,BC,1,1,15,0,200.0,0,INTERNET,13.314984507356648,windows,1,1,0,0
0,0.6000000000000001,0.6736994589223492,-1,114,30,0.0017377173964643,-0.7334600341100415,AB,1591,1207.6245184606944,3089.298879260335,4367.198165346337,8,12,CA,123,0,BB,0,1,1,0,500.0,0,INTERNET,2.8510419424436635,windows,1,1,0,5
0,0.9,0.4695000808620261,-1,45,30,0.0004304945645041,-0.9918295300964008,AD,938,6715.844094787903,6528.726417571116,4828.8784902834495,22,7,CA,129,1,BB,0,1,1,0,200.0,0,INTERNET,6.915037632073016,windows,0,1,0,2
0,0.5,0.7789976134066416,-1,147,20,0.0153003427597799,-0.8867673475691918,AB,257,3448.700079157049,4207.294089635441,3048.8845148375462,11,4,CA,193,0,BE,0,1,2,0,1000.0,0,INTERNET,7.1356479664689205,windows,0,1,0,7
0,0.7000000000000001,0.103301344178249,-1,143,30,0.011779982541273,51.31090214152845,AA,752,8501.989606240562,5344.482709677851,4382.027766803543,671,5,CA,97,0,BE,0,1,1,1,200.0,0,INTERNET,3.4238955530996646,other,0,1,0,4
0,0.9,0.0189167328758905,-1,77,50,0.0059042360859156,-1.1250323859272044,AB,880,4631.662389184991,4153.5940677967465,4159.79439849172,9,6,CB,274,0,BD,0,1,28,1,1500.0,0,INTERNET,15.746207793863311,linux,1,1,0,6
0,0.6000000000000001,0.016316400336024,25,11,30,0.0150962868693664,6.436396258432004,AA,617,8392.651109242915,4529.030019813159,4793.468431844764,41,8,CA,101,0,BC,0,1,28,1,200.0,0,INTERNET,18.469602589607767,linux,1,1,0,0
1,0.8,0.4312976141095262,-1,23,50,0.0163951585844574,-1.2525504871135782,AC,2740,9658.053963336424,6127.876509907696,5613.358745450843,1,7,CA,37,1,BC,0,1,-1,0,200.0,1,INTERNET,9.78264630184745,other,0,1,0,0
0,0.5,0.6598644727367908,-1,50,30,0.0131403697521985,49.32822355473242,AA,1083,1353.4571599109286,5127.029570241079,5004.568484629411,21,13,CB,24,1,BC,0,1,1,0,200.0,0,INTERNET,4.348411210189209,linux,1,1,0,4
0,0.6000000000000001,0.4804955419464301,30,12,50,0.01444559154728,-0.9532750948741204,AC,1640,8974.038258215225,5895.470755813685,5400.216586581597,0,12,CB,69,0,BC,1,1,-1,0,200.0,0,INTERNET,4.189557579829123,linux,1,1,0,0
0,0.5,0.5150658683493161,33,7,30,0.0226042751181261,-0.6103650391812893,AC,201,2762.8843693988206,4854.238053021487,4283.7469601141465,0,9,CA,116,1,BC,0,1,-1,0,200.0,0,INTERNET,3.6980020748922233,linux,1,1,0,5
0,0.6000000000000001,0.1330125235882583,27,8,40,0.0063630835425177,-1.2268873893216583,AB,866,8022.63599140568,4061.3947987880174,5152.167938580591,231,7,CA,142,1,BC,0,1,22,0,200.0,0,INTERNET,3.873860909795333,other,0,1,0,2
0,0.9,0.3125297902485226,-1,287,60,0.0014388981268818,-0.538792572314128,AC,1483,4580.879830338215,4823.58375054468,4347.939374203988,2,4,CB,330,1,BC,1,0,-1,0,1500.0,0,INTERNET,3.715685517378117,windows,1,1,0,4
0,0.7000000000000001,0.7057925540904076,48,37,30,0.0178928898882491,-1.4994517787800326,AC,1174,7139.056680528671,3568.729195327373,4253.784798642671,1,13,CA,178,1,BC,0,1,-1,1,1000.0,0,INTERNET,1.467142810575112,other,0,1,0,5
0,0.1,0.0928353663929232,-1,42,50,0.0135911505425639,-1.1488766627829663,AC,1042,2270.3399110505343,6451.102375344469,4968.961074319685,0,3,CD,235,1,BC,1,1,-1,0,1000.0,0,INTERNET,14.09053986387003,linux,0,1,0,1
0,0.9,0.2288664907457013,35,9,40,0.0225939892215805,51.36987144276468,AD,2058,1325.1420446844263,3788.3743109906695,4312.230032504658,11,5,CA,166,0,BC,0,1,28,0,500.0,0,INTERNET,1.217615562974377,linux,1,1,0,5
0,0.1,0.6370034474919977,23,36,30,0.0278267911546062,15.205104458454311,AA,3342,8286.052111247847,5128.00336024934,4865.377994244236,2,15,CA,142,0,BC,0,1,25,1,1500.0,0,INTERNET,3.2128518559834265,windows,1,1,0,3
0,0.1,0.7955936021197587,-1,53,40,14.972208905920446,-1.4007201202981945,AB,1881,6929.745552784757,5042.075753416823,5169.648753415715,14,11,CB,20,1,BB,0,1,10,0,200.0,0,INTERNET,5.759252160205013,windows,1,1,0,2
0,0.6000000000000001,0.2961780982310605,288,16,30,0.011127730864952,-1.043491260770312,AC,643,3894.541850894151,4281.047165102604,5305.449200523076,0,16,CA,114,0,BB,0,1,-1,0,200.0,0,INTERNET,3.648610024925334,linux,1,1,0,1
0,0.7000000000000001,0.2730909977279672,-1,36,20,0.0367535136636,-1.1427925635924212,AD,858,685.494338432706,2332.0355452896674,4224.016133543711,10,12,CF,98,1,BB,0,1,1,0,200.0,0,INTERNET,1.7632291414672927,other,1,1,0,6
0,0.1,0.5590275359683987,-1,204,60,5.231863178500583,-0.7206406215196413,AB,1787,7123.7189609939405,6235.899287039419,5572.034405935452,9,15,CA,61,1,BB,0,1,1,0,1000.0,0,INTERNET,18.60494445205937,windows,0,1,0,2
0,0.9,0.8746160584851331,52,10,30,0.0146234450276681,-0.3042226411792244,AB,247,3881.340409177393,2882.7905418052865,3082.9910327559583,2,6,CA,243,0,BD,1,1,-1,0,200.0,0,INTERNET,18.526608307648534,linux,1,1,0,7
0,0.7000000000000001,0.877443313908655,-1,43,50,0.0298198784312074,-1.2675919530343671,AB,3805,6827.887395286126,4952.144837785879,5124.94411260607,2091,4,CA,182,1,BA,1,0,4,0,1500.0,0,INTERNET,5.610614002742256,windows,1,1,0,2
0,0.9,0.07305795070311,-1,197,40,0.0291889788521742,-1.0145001103605389,AB,778,1111.743013566466,2109.52296996787,3153.777638905988,8,5,CB,320,0,BA,0,1,1,0,1000.0,0,INTERNET,4.388264962483424,other,1,1,0,7
0,0.2,0.8373600478039538,-1,260,30,0.0053563934541628,-1.564925896718833,AA,1787,3724.396449021916,4021.808648486922,4336.524154065103,1419,8,CA,102,0,BA,0,1,28,1,200.0,0,INTERNET,15.123929436550252,linux,1,1,0,7
0,0.9,0.1772173769013594,56,17,40,0.0379482394635889,-1.1256619833928163,AB,798,5465.782061032231,4648.4000686834615,4302.879590278365,13,8,CA,154,1,BA,0,1,1,0,500.0,0,INTERNET,14.281388632545474,linux,1,1,0,5
0,0.8,0.3238346275140142,-1,80,30,0.017101326933324,-1.7011420264102624,AB,1244,2735.5267589174705,3169.080948708197,3076.1034417839264,1,13,CF,225,0,BC,0,1,31,1,500.0,0,INTERNET,1.5522091739934747,other,0,1,0,7
